SK_ID_CURR,TARGET
100001,0.0877503708316469
100005,0.1639569159436781
100013,0.11023764926710171
100028,0.07657538867236542
100038,0.15492396176337908
100042,0.07490938135283068
100057,0.10707879260575526
100065,0.14412695141487283
100066,0.061665918292426465
100067,0.12066427808944133
100074,0.09137688225467615
100090,0.1445410549490164
100091,0.14028383538718908
100092,0.13157598612195806
100106,0.18450510625686029
100107,0.1365742304947337
100109,0.13157989191839248
100117,0.10786973342596413
100128,0.08709031317306404
100141,0.11537790491698859
100150,0.08880691579547176
100168,0.09224531523996256
100169,0.06372529363754544
100170,0.10424587420415601
100171,0.1215960672029042
100172,0.15202423478347427
100184,0.10229484779177037
100187,0.08572973284655318
100212,0.10905645713633401
100222,0.11108083607632958
100223,0.07732911913587574
100232,0.09156341758513992
100241,0.16100175444336245
100245,0.09753623460501697
100253,0.07848608860729683
100256,0.11013331488977461
100271,0.0788883955606691
100278,0.1251061272510963
100280,0.0882632814844519
100306,0.17404236541736337
100311,0.13910434703001878
100312,0.09129249254010123
100330,0.09288517047473464
100331,0.11722485702936579
100352,0.12338529843413856
100358,0.1229092088040982
100367,0.11565558186944286
100382,0.10202412674487547
100384,0.08933214617331077
100385,0.1391418401645207
100386,0.11108385473080555
100399,0.09850860781424278
100404,0.0865421205968182
100416,0.09257878262978281
100422,0.15778375459668798
100426,0.09982128167333323
100438,0.08088568705526009
100444,0.13244149235160668
100445,0.14947431079199414
100446,0.13578574178876499
100447,0.09064282737180673
100450,0.10486300558216285
100466,0.12138593668126514
100483,0.09240173022095162
100484,0.0743393461811093
100494,0.09864733918538698
100510,0.15609113541170863
100512,0.08620459811895831
100517,0.08813459339903042
100548,0.08492672980022749
100551,0.09622533436440955
100552,0.14870353105156606
100553,0.10255502266828986
100561,0.11108509722725557
100568,0.14294152328106288
100569,0.08783809200901414
100591,0.12240517845810715
100592,0.06694376120289225
100602,0.12545273266541718
100607,0.10282755735781987
100613,0.11747101062077223
100617,0.0942389113142485
100618,0.11520661477011179
100622,0.18910190521193254
100625,0.14824249139838483
100677,0.10469526147425064
100699,0.09434972952570268
100702,0.15531578776933724
100711,0.10753690277117496
100729,0.17200443924007855
100740,0.13746037749431672
100744,0.12247477356252873
100745,0.12083698649713193
100747,0.11428391764648291
100751,0.13747366246156661
100752,0.11714463455538959
100753,0.1714449195907105
100754,0.1281890311814859
100760,0.14358530037871822
100762,0.12222713713457278
100763,0.09118783947811412
100765,0.09521423213545722
100770,0.1160321174393811
100772,0.10367574077418067
100777,0.10258381025659562
100791,0.08403492386870526
100792,0.07579708865799029
100797,0.11281036143960378
100823,0.11307075758226413
100826,0.11425498768086952
100830,0.09197725004948412
100836,0.15912354178653187
100872,0.09866698849873133
100910,0.10626384343358446
100913,0.08471069145449807
100918,0.09365334023791377
100931,0.07655398622628679
100952,0.1419937488762072
100953,0.13995425665931358
100965,0.13816661513935954
100970,0.10924316787058858
100982,0.1371993554681359
100983,0.10898111938198904
100984,0.08114534032759202
100987,0.13704098984886848
100997,0.10660038533885369
100998,0.15434013325841842
101002,0.13054504340668546
101005,0.1571874613004869
101008,0.14597546275449091
101020,0.1212432566870719
101021,0.11855170043879819
101024,0.113219364400226
101025,0.1490489378360223
101026,0.13029626508865913
101031,0.11756433193594792
101041,0.07548804559839965
101051,0.08245357651472855
101055,0.11022942712262032
101056,0.15061112190422493
101057,0.11929337440655544
101064,0.1021379605410474
101079,0.1082186387866735
101087,0.10977267094581537
101090,0.08945835076401962
101092,0.10900667733476453
101097,0.12721579606254915
101099,0.08223348919369773
101107,0.11538175235698657
101118,0.11706449008086997
101125,0.12100182815596497
101126,0.10167140117522717
101128,0.1236581556021562
101136,0.14783865130707352
101140,0.12842234676502537
101149,0.09979018904392052
101160,0.11156921858143246
101169,0.15358065482632519
101181,0.0958376259039767
101186,0.07419726896232437
101190,0.1260546229659169
101193,0.13607732114647506
101194,0.10849246975789284
101198,0.11696510508051608
101200,0.0973028576136645
101204,0.12586043045091086
101211,0.11033418153014393
101213,0.0999525166845035
101223,0.08542151166974281
101225,0.1098762732638747
101237,0.10370142427188271
101243,0.11043269015787871
101244,0.1269073282486271
101258,0.09996959475893163
101259,0.17787446725033318
101268,0.13167567407335337
101269,0.09097172255819105
101271,0.1439988075468441
101279,0.10082554206071014
101281,0.12584963163296248
101287,0.08977365945280695
101292,0.1287288731283817
101294,0.09962997275838908
101296,0.09221558405630303
101297,0.1019157682406217
101299,0.07509789808332691
101301,0.10082969740333612
101305,0.10723990306514039
101308,0.08239217270592696
101318,0.07754430818582553
101327,0.13417814743076933
101329,0.12555585428672142
101332,0.08938876130437848
101337,0.11928216944779986
101343,0.08226802324857863
101345,0.10082883691100918
101346,0.11841051063223594
101353,0.0712475098149932
101354,0.13044295261618996
101355,0.1249066145651007
101356,0.08204148752479098
101362,0.12927622851251894
101363,0.14762468782493335
101365,0.10790838848520708
101366,0.126047668933742
101367,0.13854411507290873
101368,0.06997125845853416
101374,0.14113302044795292
101380,0.08007677481960997
101383,0.09444741876892741
